+-------+--------+-----------------------------------------------+--------+--------+---------+--------+--------+
| COUNT | METHOD |                      URI                      |  MIN   |  MAX   |   SUM   |  AVG   |  P99   |
| 1     | GET    | /api/player/player/9fa531b7                   | 0.068  | 0.068  | 0.068   | 0.068  | 0.068  |
| 2     | GET    | /api/player/player/9fa52c53                   | 0.020  | 0.048  | 0.068   | 0.034  | 0.048  |
| 4     | GET    | /api/player/competition/9fa53bc8/ranking      | 0.004  | 0.024  | 0.068   | 0.017  | 0.024  |
| 4     | GET    | /api/player/competition/9fa53551/ranking      | 0.004  | 0.024  | 0.068   | 0.017  | 0.024  |
| 1     | GET    | /api/player/player/11295e293                  | 0.064  | 0.064  | 0.064   | 0.064  | 0.064  |
| 1     | GET    | /api/player/player/25fdf8a6b                  | 0.064  | 0.064  | 0.064   | 0.064  | 0.064  |
| 4     | GET    | /api/player/competition/9fa53f3f/ranking      | 0.000  | 0.024  | 0.060   | 0.015  | 0.024  |
| 1     | GET    | /api/player/player/9fa52c2b                   | 0.060  | 0.060  | 0.060   | 0.060  | 0.060  |
| 1     | GET    | /api/player/player/9fa52cce                   | 0.056  | 0.056  | 0.056   | 0.056  | 0.056  |
| 1     | GET    | /api/player/player/4d5d9f470                  | 0.056  | 0.056  | 0.056   | 0.056  | 0.056  |
| 2     | GET    | /api/player/player/9fa52934                   | 0.004  | 0.052  | 0.056   | 0.028  | 0.052  |
| 2     | GET    | /api/player/player/63a810e35                  | 0.024  | 0.028  | 0.052   | 0.026  | 0.028  |
| 2     | GET    | /api/player/player/3fe38d801                  | 0.024  | 0.028  | 0.052   | 0.026  | 0.028  |
| 4     | GET    | /api/player/competition/9fa52d15/ranking      | 0.000  | 0.020  | 0.052   | 0.013  | 0.020  |
| 1     | GET    | /api/player/player/9fa52921                   | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  |
| 1     | GET    | /api/player/player/635cad8d4                  | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  |
| 1     | GET    | /api/player/player/9fa52cef                   | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  |
| 1     | GET    | /api/player/player/4bdc47d25                  | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  |
| 1     | GET    | /api/player/player/9fa53191                   | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  |
| 1     | GET    | /api/player/player/22f00dbf2                  | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  |
| 1     | GET    | /api/player/player/79c6c683                   | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  |
| 1     | GET    | /api/player/player/632ebade8                  | 0.052  | 0.052  | 0.052   | 0.052  | 0.052  |
| 1     | GET    | /api/player/player/5896034cf                  | 0.048  | 0.048  | 0.048   | 0.048  | 0.048  |
| 1     | GET    | /api/player/player/2d9e5ca97                  | 0.048  | 0.048  | 0.048   | 0.048  | 0.048  |
| 4     | GET    | /api/player/competition/9fa52404/ranking      | 0.008  | 0.016  | 0.048   | 0.012  | 0.016  |
| 1     | GET    | /api/player/player/9fa5287b                   | 0.048  | 0.048  | 0.048   | 0.048  | 0.048  |
| 1     | GET    | /api/player/player/3a209e7d5                  | 0.048  | 0.048  | 0.048   | 0.048  | 0.048  |
| 1     | GET    | /api/player/player/58012282f                  | 0.048  | 0.048  | 0.048   | 0.048  | 0.048  |
| 2     | GET    | /api/player/player/620b66cc8                  | 0.020  | 0.028  | 0.048   | 0.024  | 0.028  |
| 1     | GET    | /api/player/player/9fa52ce6                   | 0.048  | 0.048  | 0.048   | 0.048  | 0.048  |
| 1     | GET    | /api/player/player/2333dc247                  | 0.048  | 0.048  | 0.048   | 0.048  | 0.048  |
| 1     | GET    | /api/player/player/5716d879f                  | 0.048  | 0.048  | 0.048   | 0.048  | 0.048  |
| 1     | GET    | /api/player/player/4f9789b27                  | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  |
| 2     | GET    | /api/player/player/46d0b3463                  | 0.016  | 0.028  | 0.044   | 0.022  | 0.028  |
| 1     | GET    | /api/player/player/5cadf5389                  | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  |
| 1     | GET    | /api/player/player/9fa52a01                   | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  |
| 1     | GET    | /api/player/player/2964fd987                  | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  |
| 1     | GET    | /api/player/player/50901a83f                  | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  |
| 1     | GET    | /api/player/player/2ee01cd22                  | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  |
| 1     | GET    | /api/player/player/22166cd9f                  | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  |
| 1     | GET    | /api/player/player/9fa528a2                   | 0.044  | 0.044  | 0.044   | 0.044  | 0.044  |
| 4     | GET    | /api/player/competition/9fa52f42/ranking      | 0.004  | 0.016  | 0.040   | 0.010  | 0.016  |
| 1     | GET    | /api/player/player/2295ff8b5                  | 0.040  | 0.040  | 0.040   | 0.040  | 0.040  |
| 1     | GET    | /api/player/player/5c35983cb                  | 0.040  | 0.040  | 0.040   | 0.040  | 0.040  |
| 2     | GET    | /api/player/player/5a6a41e79                  | 0.016  | 0.024  | 0.040   | 0.020  | 0.024  |
| 1     | GET    | /api/player/player/5a629974f                  | 0.040  | 0.040  | 0.040   | 0.040  | 0.040  |
| 1     | GET    | /api/player/player/50f5d290b                  | 0.040  | 0.040  | 0.040   | 0.040  | 0.040  |
| 2     | GET    | /api/player/player/347037230                  | 0.020  | 0.020  | 0.040   | 0.020  | 0.020  |
| 1     | GET    | /api/player/player/37c613ff7                  | 0.040  | 0.040  | 0.040   | 0.040  | 0.040  |
| 2     | GET    | /api/player/player/639f1ed87                  | 0.016  | 0.024  | 0.040   | 0.020  | 0.024  |
| 4     | GET    | /api/player/competition/9fa5311e/ranking      | 0.000  | 0.012  | 0.036   | 0.009  | 0.012  |
| 2     | GET    | /api/player/player/9fa5285a                   | 0.004  | 0.032  | 0.036   | 0.018  | 0.032  |
| 2     | GET    | /api/player/player/9fa529fa                   | 0.004  | 0.032  | 0.036   | 0.018  | 0.032  |
| 1     | GET    | /api/player/player/20c84e2e2                  | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  |
| 1     | GET    | /api/player/player/9fa528e9                   | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  |
| 1     | GET    | /api/player/player/35d31da20                  | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  |
| 1     | GET    | /api/player/player/59d911ee6                  | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  |
| 1     | GET    | /api/player/competition/19f4163d4/ranking     | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  |
| 1     | POST   | /api/organizer/competition/9fa53321/finish    | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  |
| 1     | GET    | /api/player/player/9fa532ac                   | 0.036  | 0.036  | 0.036   | 0.036  | 0.036  |
| 1     | GET    | /api/player/player/32d577c47                  | 0.032  | 0.032  | 0.032   | 0.032  | 0.032  |
| 1     | GET    | /api/player/player/9fa52ced                   | 0.032  | 0.032  | 0.032   | 0.032  | 0.032  |
| 2     | GET    | /api/player/player/5518dbd7d                  | 0.012  | 0.020  | 0.032   | 0.016  | 0.020  |
| 1     | GET    | /api/player/player/9fa52c98                   | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  |
| 1     | GET    | /api/player/player/14689993f                  | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  |
| 1     | GET    | /api/player/player/23c0c17da                  | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  |
| 1     | GET    | /api/player/player/9fa52cc5                   | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  |
| 1     | GET    | /api/player/player/5b5c05fe6                  | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  |
| 1     | GET    | /api/player/player/9fa52c9a                   | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  |
| 1     | POST   | /api/organizer/competition/9fa53b00/finish    | 0.028  | 0.028  | 0.028   | 0.028  | 0.028  |
| 4     | GET    | /api/player/player/6224522cd                  | 0.000  | 0.012  | 0.028   | 0.007  | 0.012  |
| 1     | GET    | /api/player/player/9fa5289b                   | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  |
| 1     | GET    | /api/player/player/9fa52bfc                   | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  |
| 4     | GET    | /api/player/player/634be992b                  | 0.000  | 0.008  | 0.024   | 0.006  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa5377f/finish    | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  |
| 4     | GET    | /api/player/player/62fde46db                  | 0.004  | 0.008  | 0.024   | 0.006  | 0.008  |
| 1     | GET    | /api/player/player/9fa52a93                   | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  |
| 1     | GET    | /api/player/player/9fa52abc                   | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  |
| 1     | POST   | /api/organizer/competition/9fa53bc8/finish    | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  |
| 1     | POST   | /api/organizer/competition/9fa52f6e/finish    | 0.024  | 0.024  | 0.024   | 0.024  | 0.024  |
| 1     | GET    | /api/player/player/9fa5294b                   | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 1     | GET    | /api/player/player/9fa52ad1                   | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 1     | GET    | /api/player/player/9fa528c0                   | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 1     | GET    | /api/player/player/2a54c8551                  | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 1     | GET    | /api/player/player/37b19cbfb                  | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 2     | GET    | /api/player/player/9fa528b7                   | 0.008  | 0.012  | 0.020   | 0.010  | 0.012  |
| 1     | GET    | /api/player/player/9fa52bf1                   | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 2     | GET    | /api/player/player/9fa52a7e                   | 0.020  | 0.020  | 0.020   | 0.010  | 0.020  |
| 1     | GET    | /api/player/player/9fa52c4e                   | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 1     | GET    | /api/player/player/451233162                  | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 1     | POST   | /api/organizer/competition/9fa53143/finish    | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 1     | GET    | /api/player/player/9fa52d89                   | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 1     | GET    | /api/player/player/9fa52c0d                   | 0.020  | 0.020  | 0.020   | 0.020  | 0.020  |
| 1     | GET    | /api/player/player/35479a485                  | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/456c3c67b                  | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | POST   | /api/organizer/competition/9fa542ea/finish    | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | POST   | /api/organizer/competition/9fa53997/finish    | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | POST   | /api/organizer/competition/9fa52d9e/finish    | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/9fa52a23                   | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/43414886b                  | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | POST   | /api/organizer/player/62fde46db/disqualified  | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/1bfd40358                  | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/9fa52c15                   | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/9fa52ca2                   | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | POST   | /api/organizer/competition/9fa52dd3/finish    | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 2     | GET    | /api/player/player/9fa52a91                   | 0.004  | 0.012  | 0.016   | 0.008  | 0.012  |
| 1     | GET    | /api/player/player/347d8c38a                  | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/9fa52c6f                   | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | POST   | /api/organizer/competition/9fa52d15/finish    | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/3b22570d2                  | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/9fa52c61                   | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/2db4bc31a                  | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | POST   | /api/organizer/competition/9fa536b6/finish    | 0.016  | 0.016  | 0.016   | 0.016  | 0.016  |
| 1     | GET    | /api/player/player/9fa52822                   | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/competition/9fa53c62/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | GET    | /api/player/player/6358f2fba                  | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/player/6217ec5d1/disqualified  | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/competition/9fa52ccf/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/player/6327da9e5/disqualified  | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | GET    | /api/player/player/62bf525e3                  | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/competition/9fa5311e/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | GET    | /api/player/competition/3400d3818/ranking     | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/player/9fa52532/disqualified   | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/competition/9fa538a7/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | GET    | /api/player/player/9fa52d68                   | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/player/5e60d557c/disqualified  | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/player/62855defe/disqualified  | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 4     | GET    | /api/player/player/62855defe                  | 0.000  | 0.004  | 0.012   | 0.003  | 0.004  |
| 1     | POST   | /api/organizer/competition/9fa52f42/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/competition/9fa53a4d/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | GET    | /api/player/player/9fa52866                   | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/player/634be992b/disqualified  | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 3     | GET    | /api/player/player/9fa528ef                   | 0.004  | 0.004  | 0.012   | 0.004  | 0.004  |
| 1     | POST   | /api/organizer/competition/9fa52adc/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/competition/9fa5278b/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | GET    | /api/player/player/9fa52984                   | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/competition/9fa53da1/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/competition/9fa541d3/finish    | 0.012  | 0.012  | 0.012   | 0.012  | 0.012  |
| 1     | POST   | /api/organizer/player/620b66cc8/disqualified  | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa52fc2/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/player/61b6d1f27/disqualified  | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/player/5d4e1bc29/disqualified  | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/player/9fa52525/disqualified   | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/player/player/0000000000                 | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 2     | GET    | /api/player/player/9fa5295b                   | 0.004  | 0.004  | 0.008   | 0.004  | 0.004  |
| 1     | GET    | /api/player/competition/0000000000/ranking    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa537b0/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/player/player/9fa52887                   | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/player/player/62f67de45                  | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa5253a/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa5336a/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa5252b/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/player/6224522cd/disqualified  | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/player/630e46c47/disqualified  | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/player/622d04c25/disqualified  | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/player/player/631011bf6                  | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa531e0/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa53f3f/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa53551/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa54036/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/player/player/9fa527e0                   | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa52afc/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | GET    | /api/player/player/9fa52ad7                   | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa5278c/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa52a98/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 1     | POST   | /api/organizer/competition/9fa531c9/finish    | 0.008  | 0.008  | 0.008   | 0.008  | 0.008  |
| 2     | GET    | /api/player/player/9fa5245d                   | 0.004  | 0.004  | 0.008   | 0.004  | 0.004  |
| 1     | GET    | /api/player/competition/9fa5253a/ranking      | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa527bf                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa528bb                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa52861                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 2     | GET    | /api/player/player/9fa52a53                   | 0.004  | 0.004  | 0.004   | 0.002  | 0.004  |
| 1     | GET    | /api/player/player/9fa528f4                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa52a46                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa52908                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa52970                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | POST   | /api/organizer/competition/0000000000/score   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa52932                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa52a34                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 4     | POST   | /api/organizer/competition/9fa5253a/score     | 0.000  | 0.004  | 0.004   | 0.001  | 0.004  |
| 1     | GET    | /api/player/player/9fa529f7                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa529df                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa527a3                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa529c4                   | 0.004  | 0.004  | 0.004   | 0.004  | 0.004  |
| 1     | GET    | /api/player/player/9fa527ff                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | POST   | /api/organizer/competition/0000000000/finish  | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/player/player/9fa5241c                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/player/player/9fa52893                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | POST   | /api/organizer/player/0000000000/disqualified | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/player/player/9fa52872                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /css/app.83b4c321.css                         | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /js/app.3a4ec98c.js                           | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /index.html                                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
| 1     | GET    | /api/organizer/competitions                   | 0.000  | 0.000  | 0.000   | 0.000  | 0.000  |
+-------+--------+-----------------------------------------------+--------+--------+---------+--------+--------+
